7007,1
8244,6
6117,1
49529,1
37369,1
8796,1
2226,1
39280,1
34386,1
31873,1
598,3
43901,1
1939,1
26729,1
10389,2
3599,1
1181,15
5748,1
1154,7
14815,1
49697,1
30216,1
17279,1
3554,1
14575,1
1562,3
9831,1
16648,1
2093,1
20670,1
32720,1
4613,1
2737,5
48717,1
679,1
8222,2
17315,2
15195,1
5008,1
7401,2
10149,1
37759,2
12012,1
26052,1
13064,2
21255,1
1725,1
26940,1
2639,2
25904,1
38732,1
5749,2
17760,1
1201,1
10500,2
8802,2
18245,2
41000,1
6091,1
1670,2
1625,7
27,46
19551,1
5583,1
2528,1
5305,1
5729,1
32826,1
29806,1
12435,1
27006,1
47649,1
46652,1
34699,1
2480,2
14143,1
16888,1
44688,1
4956,3
17606,1
792,1
43670,5
6550,1
1070,3
925,6
9579,1
952,59
32808,2
29756,2
8041,1
48169,1
7066,2
32050,2
9886,6
351,23
2899,1
11612,1
22612,1
4686,1
20070,1
3223,4
40387,1
13369,2
13334,1
43228,1
27122,1
12540,1
4656,1
1305,9
42249,1
7048,1
8347,2
11880,1
39090,1
24622,2
10662,1
3041,8
11295,2
11889,1
18016,1
20843,1
32455,1
6288,1
20519,1
19830,2
26582,1
10871,1
17668,1
26535,1
46085,1
24376,1
4074,2
4442,2
13786,1
2025,1
22231,1
48258,2
27093,1
14317,1
25143,1
30081,1
28374,1
1782,5
6208,1
42497,1
9454,1
25612,1
39523,1
7175,4
3385,2
3350,2
14277,1
718,2
2910,7
17141,2
31894,1
9793,1
585,2
15603,1
12998,1
16902,1
7212,1
4696,1
7608,1
22578,1
45615,1
10999,1
30323,41
17985,2
11931,1
37552,1
13611,3
2350,1
14769,3
13212,1
117,149
6882,3
17435,1
28265,1
28868,1
14592,1
36183,1
6650,2
39900,1
1360,2
9226,1
745,12
22137,37
2662,5
8205,1
26885,1
801,2
3455,1
854,5
40260,1
1283,1
36012,1
35664,2
48098,1
9108,1
17455,2
7953,1
2470,2
16088,2
15156,2
14321,2
10037,2
15954,1
42833,1
11049,2
11154,1
2267,1
1088,7
19634,1
34547,1
18910,17
4834,1
14130,1
10427,3
1101,2
9313,1
7448,1
9368,1
584,8
1606,2
30759,1
230,35
46518,1
3584,1
3190,1
472,12
14207,1
9289,1
25823,2
5427,1
2201,1
33988,1
20944,2
6526,1
35875,1
6123,2
26102,1
10153,1
